id,y
0.0,64.88202294088656
1.0,70.9693053694954
2.0,83.48199940694633
3.0,71.81497732762483
4.0,78.53641037800293
5.0,78.45498008409872
6.0,60.42520901097509
7.0,66.72029101504884
8.0,71.4990913710033
9.0,57.72243841186522
10.0,76.9009468643162
11.0,65.783995296345
12.0,56.34495440320705
13.0,74.3188006067667
14.0,64.75410348362676
15.0,63.02726726587829
16.0,75.28368442867561
17.0,62.265359934215375
18.0,72.70585514153049
19.0,75.39623964637295
20.0,80.09744309683728
21.0,63.60529622429658
22.0,80.50699000852799
23.0,69.88143587425857
24.0,80.00729329325318
25.0,76.63587133505509
26.0,76.73900394867906
27.0,61.231020451640205
28.0,75.30957332361042
29.0,80.94571079298781
30.0,66.43153398168639
31.0,68.23310187808225
32.0,77.5511313284467
33.0,70.76269745977392
34.0,65.41037106608012
35.0,75.41789155308608
36.0,78.42063547567274
37.0,78.25050812639685
38.0,63.36011136353876
39.0,72.87835376187878
40.0,72.61509853455395
41.0,59.52345250696692
42.0,82.26662395783679
43.0,64.9150597694507
44.0,68.37458492025388
45.0,61.55515694080082
46.0,75.16240046776913
47.0,73.14650433641906
48.0,76.91050693434485
49.0,55.1944671589283
50.0,59.492256858040534
51.0,59.68954741167629
52.0,64.7532116997332
53.0,81.00052606425487
54.0,81.61962652900382
55.0,76.82405006800931
56.0,70.4946414145365
57.0,69.52983876852574
58.0,80.52791262861521
59.0,65.80572787557863
60.0,75.30383308292586
61.0,56.99151571155788
62.0,54.87271937409567
63.0,60.695099742626105
64.0,63.67312769217205
65.0,72.59267721123783
66.0,73.97014517261698
67.0,76.1070863915874
68.0,65.80679329449666
69.0,67.51530694069608
70.0,69.8754074239322
71.0,78.41674355518828
72.0,77.64272650455433
73.0,79.97433187312657
74.0,55.756161657633136
75.0,80.846046169679
76.0,75.69840508341645
77.0,74.59537533017972
78.0,82.13026766121862
79.0,60.40492173622108
80.0,59.087647246991054
81.0,76.71977288318692
82.0,60.1933470641011
83.0,76.34350060932913
84.0,63.788834412192344
85.0,62.651116725835024
86.0,68.8747141292819
87.0,61.964918917988015
88.0,62.57320282589979
89.0,80.10409053857627
90.0,64.38902336489976
91.0,73.99471299043554
92.0,83.88432127218177
93.0,71.28972249966866
94.0,84.39407671421986
95.0,81.99283362957209
96.0,75.52374038982813
97.0,72.52306808550588
98.0,79.03869268359031
99.0,60.62189257376243
100.0,79.88782892562652
101.0,72.42890713922736
102.0,66.62340755419815
103.0,68.64446771212651
104.0,61.84839635596029
105.0,58.39408798663696
106.0,82.39125054410101
107.0,69.99892458031623
108.0,75.33622298407386
109.0,64.90974161278366
110.0,76.39346293857689
111.0,74.01955430026887
112.0,76.7648596951626
113.0,77.77467798061147
114.0,65.99397991121363
115.0,58.101800622646685
116.0,65.26169041053055
117.0,78.29369539684502
118.0,76.23668636185381
119.0,63.88054066589849
120.0,62.806499500483746
121.0,59.826700376282425
122.0,81.21242208747772
123.0,81.09133979723777
124.0,69.92499759141288
125.0,60.58116854552239
126.0,70.26687313386888
127.0,73.8922754506327
128.0,62.71034657465312
129.0,52.079191889242914
130.0,67.96633831684706
131.0,72.47125553280118
132.0,80.1347692240731
133.0,77.35276496152262
134.0,75.72730576999257
135.0,64.39232519098319
136.0,70.63648958297374
137.0,54.362162412578385
138.0,71.29005378369096
139.0,80.7866152981412
140.0,64.48692016637766
141.0,77.67738916683062
142.0,74.72893820651636
143.0,78.61048181902889
